-3.42214,0.00716
-2.7277,0.00716
-1.98705,0.00574
-0.73705,0.00573
0.69813,0.00571
2.01762,0.0064
2.96665,0.00569
3.93887,0.00567
4.91123,0.00777
6.16142,0.01056
7.08748,0.01265
8.29132,0.01474
9.54155,0.01823
10.74549,0.02173
11.53266,0.02382
12.18109,0.02802
12.96882,0.03854
14.0347,0.05466
15.24026,0.0827
15.93577,0.09882
16.63137,0.11635
17.92985,0.1493
18.85735,0.17314
19.50652,0.18856
20.01657,0.20048
20.52666,0.2131
21.22208,0.22782
21.73213,0.23974
22.28861,0.25376
23.12315,0.27198
24.14348,0.29933
24.88538,0.31685
25.39542,0.32877
26.04473,0.3463